LastUpdate;Country;Category;Indicator (text in app);Cod.Category;Cod.Indicator;value;comment
16-07-20;PRT;Health & Safety;Safety measures for public transportation;4;5;;It is mandatory to respect a maximum capacity of 2/3 and to use facial masks, both for staff and for users. A physical distance of 2 metres is mandatory, together with hygiene measures. In taxis/TVDE, the front seats must be used only by the driver, and passenger occupancy cannot exceed 2/3 of the remaining space. Public transport has to be avoided if alternatives are available.
16-07-20;PRT;Health & Safety;Other measures;4;6;;
16-07-20;PRT;Health & Safety;Recommended contact tracing app;4;7;;
16-07-20;PRT;Health & Safety;Gatherings;4;8;;People can meet up in groups up to a maximum of 20 people (unless they belong to the same household). In the Metropolitan Area of Lisbon (AML) the limit of 10 people continues to apply. Regarding events and other celebrations, groups of a maximum of 20 people are allowed.
31-07-20;PRT;Info;National information;1;1;;PLEASE DO NOT FILL THIS FIELD
31-07-20;PRT;Info;Regional information;1;2;;"<a href=""https://www.visitalentejo.pt/en/ "">Alentejo</a><br><a href=""https://www.visitalgarve.pt/en/default.aspx "">Algarve</a><br><a href=""https://www.visitlisboa.com/en "">Área Metropolitana de Lisboa</a><br><a href=""https://www.visitportugal.com/"">Centro (PT)</a><br><a href=""https://www.visitportugal.com/"">Norte</a><br><a href=""http://www.visitmadeira.pt/en-gb "">Região Autónoma da Madeira</a><br><a href=""https://www.visitazores.com/en "">Região Autónoma dos Açores</a><br>"
31-07-20;PRT;Info;EU initiatives;1;3;;PLEASE DO NOT FILL THIS FIELD
31-07-20;PRT;Info;Voucher schemes;3;10;;"<b><a href=""https://www.juntosvoltamosja.pt/"">Juntos voltamos já (Together we’ll be back soon)</a></b><br>Buy a voucher now for a hotel, bar, café or other participating horeca outlet of your choice. Spend it up to six months from the moment of the purchase<br>Guarantee: Yes<br><br><b><a href=""https://www.cascais.pt/sub-area/compre-agora-ganhe-depois"">Compre agora, Ganhe depos (Buy now, Gain later</a></b><br>App where tourism companies, commerce shops and others can sell vouchers which can be used once restrictive covid measures are lifted.<br>Guarantee: No<br><br><b><a href=""https://tinyurl.com/y7x7mkny "">Rebook</a></b><br><br>Customers who had their domestic travel plans cancelled due to Coronavirus could be eligible for a reward when rebooking a stay at the same cancelled property via Booking.com. Rebookings must be made before 31/12/2020 and stays completed before 30/04/2021. The full amount paid goes directly to the accommodation provider.  Please refer to terms and conditions as some exclusions apply. <br><br>Guarantee: No
"
31-07-20;PRT;Info;National website with COVID-related information for TOURISM;1;5;;"Visit Portugal <a href=""https://www.visitportugal.com/en/node/421175"">English</a> - <a href=""https://www.visitportugal.com/pt/"">Portuguese</a>"
31-07-20;PRT;Info;National website with COVID-related inofrmation for TRANSPORT;1;6;;
31-07-20;PRT;Info;National website about COVID situation;1;7;;"<a href=""https://covid19.min-saude.pt/"">Info Coronavirus</a>"
31-07-20;PRT;Info;National Helpline for COVID;1;8;;+351 808 24 24 24
31-07-20;PRT;Info;Restrictions on the provision of tourist services at national or sub-national/regional level;1;9;;
31-07-20;PRT;Info;Useful Info for tourists;1;10;;"Specific Information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a> - <a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">
PT</a> - <a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a> - <a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a> - <a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a><br><a href=""https://apps.iasaude.pt/s-alerta/questionarios/viagem/questionario.cfm?l=EN"">Epidemiological Survey for Madeira</a><br><a href="" https://covid19.azores.gov.pt/?page_id=5509"">Specific Information for Azores</a><br>Before starting your journey, please check visa requirements for your destination at: <a href=""https://ec.europa.eu/home-affairs/what-we-do/policies/borders-and-visas/visa-policy/schengen_visa_en"">The Schengen visa</a>

Travellers Emergency Line: gec@mne.pt / +351 217 929 714 / +351 961 706 472"
31-07-20;PRT;Travel;May I freely move within this country?;2;1;WL;"From 1/8/2020 to 15/8/2020 the Lisbon Metropolitan Area is placed in a contingency situation, while the rest of the continental territory is in an alert situation. <br>More information at <a href=""https://www.sns24.gov.pt/alerta/medidas-excecionais-area-metropolitana-lisboa/"">www.sns24.gov.pt</a><br><br>Specific Information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a> - <a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">
PT</a> - <a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a> - <a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a> - <a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a><br><br><a href=""https://covid19.azores.gov.pt/?page_id=5509"">Specific Information for Azores</a><br><br>Additional information may be found at <a href=""https://www.visitportugal.com/en/node/421175"">www.visitportugal.com</a><br>
"
31-07-20;PRT;Travel;From within the EU/EEA, may I enter or exit this country for tourism? ;2;2;Y;"Travelling to and from EU countries is allowed without restrictions.<br>Travelling to and from Norway, Switzerland, Iceland and Liechtenstein, as well as the United Kingdom, is allowed without restrictions. <br><br>Specific Information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a> - <a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">PT</a> - <a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a> - <a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a>-<a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a> <br><br><a href=""https://covid19.azores.gov.pt"">Specific Information for Azores</a> <br><br><b>Rules and Exceptions </b><br>Passengers flying to the Madeira archipelago have to present a negative test to COVID-19 carried out within 72 hours prior to departure or they can perform it upon arrival.<br> Specific information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a> - <a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">PT</a> - <a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a> - <a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a> - <a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a><br><br>Passengers flying to the Azores archipelago will be subject to one of the following options:<br>1. Submit proof of testing to COVID-19 up to 72 hours prior to flight departure;<br>2. Perform test on arrival and stay in prophylactic isolation until the result is obtained;<br>3. Perform voluntary quarantine for a period of 14 days in a hotel indicated for the purpose;<br>4. Return to the destination of origin or travel to any destination outside the Region, fulfilling, until the time of the flight, prophylactic isolation in a hotel indicated for this purpose.<br>More information for Azores are available at <a href=""https://covid19.azores.gov.pt/?page_id=5509"">covid19.azores.gov.pt</a> <br><br><b>Mandatory Travel Documentation</b><br>No<br><br><b>Specific measures for Portuguese residents exiting or returning to Portugal</b><br>Individual countries can continue to restrict entry or ask for quarantine upon entry on their territory. <br>If you are Portuguese or you live in Portugal, you should consult the restrictions in each country on the <a href=""www.portaldascomunidades.mne.pt"">Portal das Comunidades: Alerts</a> (in Portuguese) and <a href=""www.portaldascomunidades.mne.pt/pt/conselhos-aos-viajantes"">Advice to Travellers</a> (in Portuguese) ><br><br><b>Links to national sources </b><br><a href=""www.portaldascomunidades.mne.pt"">Portal das Comunidades: Alerts</a> (in Portuguese) <br><a href=""www.portaldascomunidades.mne.pt/pt/conselhos-aos-viajantes"">Advice to Travellers</a> (in Portuguese) <br>Additional information may be found at <a href=""https://www.visitportugal.com/en/node/421175"">www.visitportugal.com</a><br>"
31-07-20;PRT;Travel;May I transit this country?;2;3;Y;
31-07-20;PRT;Travel;May I enter this country by car/motorbike/camper?;2;4;WL;"Travelling to and from EU countries is allowed without restrictions. <br>Travelling to and from Norway, Switzerland, Iceland and Liechtenstein, as well as the United Kingdom, is allowed without restrictions. <br><br>Specific Information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a>-<a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">PT</a>-<a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a>-<a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a>-<a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a> <br><br><a href=""https://covid19.azores.gov.pt"">Specific Information for Azores</a> <br><br><b>Rules and Exceptions </b><br>Passengers flying to the Madeira archipelago have to present a negative test to COVID-19 carried out within 72 hours prior to departure or they can perform it upon arrival.<br> Specific information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a> - <a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">PT</a> - <a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a> - <a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a> - <a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a><br><br>Passengers flying to the Azores archipelago will be subject to one of the following options:<br>1. Submit proof of testing to COVID-19 up to 72 hours prior to flight departure;<br>2. Perform test on arrival and stay in prophylactic isolation until the result is obtained;<br>3. Perform voluntary quarantine for a period of 14 days in a hotel indicated for the purpose;<br>4. Return to the destination of origin or travel to any destination outside the Region, fulfilling, until the time of the flight, prophylactic isolation in a hotel indicated for this purpose.<br>More information for Azores are available at <a href=""https://covid19.azores.gov.pt/?page_id=5509"">covid19.azores.gov.pt</a> <br><br><b>Mandatory Travel Documentation</b><br>No<br><br><b>Specific measures for Portuguese residents exiting Portugal or returning to Portugal</b><br>If you are Portuguese or you live in Portugal, you should consult the restrictions in each country on the <a href=""www.portaldascomunidades.mne.pt"">Portal das Comunidades: Alerts</a> (in Portuguese) and <a href=""www.portaldascomunidades.mne.pt/pt/conselhos-aos-viajantes"">Advice to Travellers</a> (in Portuguese) ><br><br><b>Links to national sources </b><br><a href=""www.portaldascomunidades.mne.pt"">Portal das Comunidades: Alerts</a> (in Portuguese) <br><a href=""www.portaldascomunidades.mne.pt/pt/conselhos-aos-viajantes"">Advice to Travellers</a> (in Portuguese) <br>Additional information may be found at <a href=""https://www.visitportugal.com/en/node/421175"">www.visitportugal.com</a><br>"
31-07-20;PRT;Travel;May I enter this country by train?;2;5;WL;"Travelling to and from EU countries is allowed without restrictions. <br>Travelling to and from Norway, Switzerland, Iceland and Liechtenstein, as well as the United Kingdom, is allowed without restrictions. <br><br>Specific Information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a>-<a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">PT</a>-<a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a>-<a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a>-<a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a> <br><br><a href=""https://covid19.azores.gov.pt"">Specific Information for Azores</a> <br><br><b>Rules and Exceptions </b><br>Passengers flying to the Madeira archipelago have to present a negative test to COVID-19 carried out within 72 hours prior to departure or they can perform it upon arrival.<br> Specific information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a> - <a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">PT</a> - <a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a> - <a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a> - <a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a><br><br>Passengers flying to the Azores archipelago will be subject to one of the following options:<br>1. Submit proof of testing to COVID-19 up to 72 hours prior to flight departure;<br>2. Perform test on arrival and stay in prophylactic isolation until the result is obtained;<br>3. Perform voluntary quarantine for a period of 14 days in a hotel indicated for the purpose;<br>4. Return to the destination of origin or travel to any destination outside the Region, fulfilling, until the time of the flight, prophylactic isolation in a hotel indicated for this purpose.<br>More information for Azores are available at <a href=""https://covid19.azores.gov.pt/?page_id=5509"">covid19.azores.gov.pt</a> <br><br><b>Mandatory Travel Documentation</b><br>No<br><br><b>Specific measures for Portuguese residents exiting Portugal or returning to Portugal</b><br>If you are Portuguese or you live in Portugal, you should consult the restrictions in each country on the <a href=""www.portaldascomunidades.mne.pt"">Portal das Comunidades: Alerts</a> (in Portuguese) and <a href=""www.portaldascomunidades.mne.pt/pt/conselhos-aos-viajantes"">Advice to Travellers</a> (in Portuguese) ><br><br><b>Links to national sources </b><br><a href=""www.portaldascomunidades.mne.pt"">Portal das Comunidades: Alerts</a> (in Portuguese) <br><a href=""www.portaldascomunidades.mne.pt/pt/conselhos-aos-viajantes"">Advice to Travellers</a> (in Portuguese) <br>Additional information may be found at <a href=""https://www.visitportugal.com/en/node/421175"">www.visitportugal.com</a><br>"
31-07-20;PRT;Travel;May I enter this country by bus or coach?;2;6;WL;"Travelling to and from EU countries is allowed without restrictions. <br>Travelling to and from Norway, Switzerland, Iceland and Liechtenstein, as well as the United Kingdom, is allowed without restrictions. <br><br>Specific Information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a>-<a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">PT</a>-<a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a>-<a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a>-<a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a> <br><br><a href=""https://covid19.azores.gov.pt"">Specific Information for Azores</a> <br><br><b>Rules and Exceptions </b><br>Passengers flying to the Madeira archipelago have to present a negative test to COVID-19 carried out within 72 hours prior to departure or they can perform it upon arrival.<br> Specific information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a> - <a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">PT</a> - <a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a> - <a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a> - <a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a><br><br>Passengers flying to the Azores archipelago will be subject to one of the following options:<br>1. Submit proof of testing to COVID-19 up to 72 hours prior to flight departure;<br>2. Perform test on arrival and stay in prophylactic isolation until the result is obtained;<br>3. Perform voluntary quarantine for a period of 14 days in a hotel indicated for the purpose;<br>4. Return to the destination of origin or travel to any destination outside the Region, fulfilling, until the time of the flight, prophylactic isolation in a hotel indicated for this purpose.<br>More information for Azores are available at <a href=""https://covid19.azores.gov.pt/?page_id=5509"">covid19.azores.gov.pt</a> <br><br><b>Mandatory Travel Documentation</b><br>No<br><br><b>Specific measures for Portuguese residents exiting Portugal or returning to Portugal</b><br>If you are Portuguese or you live in Portugal, you should consult the restrictions in each country on the <a href=""www.portaldascomunidades.mne.pt"">Portal das Comunidades: Alerts</a> (in Portuguese) and <a href=""www.portaldascomunidades.mne.pt/pt/conselhos-aos-viajantes"">Advice to Travellers</a> (in Portuguese) ><br><br><b>Links to national sources </b><br><a href=""www.portaldascomunidades.mne.pt"">Portal das Comunidades: Alerts</a> (in Portuguese) <br><a href=""www.portaldascomunidades.mne.pt/pt/conselhos-aos-viajantes"">Advice to Travellers</a> (in Portuguese) <br>Additional information may be found at <a href=""https://www.visitportugal.com/en/node/421175"">www.visitportugal.com</a><br>"
31-07-20;PRT;Travel;May I enter this country by sea transport?;2;7;WL;"Passenger boarding and disembarkation at Portuguese ports is not permitted, except for resident passengers.<br>Specific Information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a>-<a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">
PT</a>-<a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a>-<a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a>-<a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a> <br><br><a href=""https://covid19.azores.gov.pt"">Specific Information for Azores</a> <br><br>Additional information may be found at <a href=""https://www.visitportugal.com/en/node/421175"">www.visitportugal.com</a><br>"
31-07-20;PRT;Travel;May I fly to this country?;2;8;WL;"Travelling to and from EU countries is allowed without restrictions. <br>Travelling to and from Norway, Switzerland, Iceland and Liechtenstein, as well as the United Kingdom, is allowed without restrictions. <br>Travelling to and from Algeria, Canada, South Korea, Morocco, Tunisia, China is allowed without restrictions. <br>Only essential travel from Portuguese-speaking countries and from the United States is permitted.<br><br><b>Rules and Exceptions </b><br>The following categories of travellers must present proof of a negative PCR test for COVID-19, performed in the 72 hours before their departure:<br>- passengers arriving from areas that may be identified as having epidemiological risk by the Directorate-General for Health;<br>- passengers from Portuguese-speaking countries;<br>- passengers from the United States of America<br>If passengers are embarked without proof of a negative PCR test, they will be subject to the PCR test upon their arrival in Portugal, at their own expenses. Airlines should notify all passengers - with the exception of Portuguese and foreigners residing in Portugal - that entry into Portugal will not be authorised without submission of the PCR test. <br>Upon their arrival at Lisbon, Oporto, Faro and Beja airports, all passengers will be required to carry out a temperature scan by infrared and, whenever they are detected with fever higher than 38 degrees, they will be subject to a second temperature scan. If the situation assessment justifies it, they will be subject to a test for COVID-19 and will be allowed to leave the airport after providing their contact details, and they will have to remain confined at their destination until they receive the negative result of the PCR test, following the guidelines of the Directorate-General for Health for these cases. <br>Passengers flying to the Madeira archipelago have to present a negative test to COVID-19 carried out within 72 hours prior to departure or they can perform it upon arrival.<br> Specific information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a> - <a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">PT</a> - <a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a> - <a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a> - <a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a><br><br>Passengers flying to the Azores archipelago will be subject to one of the following options:<br>1. Submit proof of testing to COVID-19 up to 72 hours prior to flight departure;<br>2. Perform test on arrival and stay in prophylactic isolation until the result is obtained;<br>3. Perform voluntary quarantine for a period of 14 days in a hotel indicated for the purpose;<br>4. Return to the destination of origin or travel to any destination outside the Region, fulfilling, until the time of the flight, prophylactic isolation in a hotel indicated for this purpose.<br>More information for Azores are available at <a href=""https://covid19.azores.gov.pt/?page_id=5509"">covid19.azores.gov.pt</a> <br><br><b>Mandatory Travel Documentation</b><br>No<br><br><b>Specific measures for Portuguese residents exiting Portugal or returning to Portugal</b><br>If you are Portuguese or you live in Portugal, you should consult the restrictions in each country on the <a href=""www.portaldascomunidades.mne.pt"">Portal das Comunidades: Alerts</a> (in Portuguese) and <a href=""www.portaldascomunidades.mne.pt/pt/conselhos-aos-viajantes"">Advice to Travellers</a> (in Portuguese) ><br><br><b>Links to national sources </b><br><a href=""www.portaldascomunidades.mne.pt"">Portal das Comunidades: Alerts</a> (in Portuguese) <br><a href=""www.portaldascomunidades.mne.pt/pt/conselhos-aos-viajantes"">Advice to Travellers</a> (in Portuguese) <br>Additional information may be found at <a href=""https://www.visitportugal.com/en/node/421175"">www.visitportugal.com</a><br>"
31-07-20;PRT;Travel;As a third-country national coming from outside the EU/EEA, May I enter this country without restrictions?;2;9;WL;"Travelling to and from Australia, Canada, China, South Korea, Georgia, Japan, Morocco, New Zealand, Rwanda, Thailand, Tunisia and Uruguay is allowed without restrictions. <br>“Essential travel” is allowed and defined as trips allowing the transit, entry into and departure from Portugal for the following persons:<br>- citizens of a European Union member state, Schengen Associated countries and their family members;<br>- citizens repatriated through consular assistance;<br>- third-country nationals travelling for professional purposes, study, family reunions, health and humanitarian reasons and under the reciprocity principle.<br>Specific Information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a>-<a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">PT</a>-<a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a>-<a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a>-<a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a> <br><br><a href=""https://covid19.azores.gov.pt"">Specific Information for Azores</a> <br><br><b>Rules and Exceptions </b><br>The following categories of travellers must present proof of a negative PCR test for COVID-19, performed in the 72 hours before their departure:<br>- passengers arriving from areas that may be identified as having epidemiological risk by the Directorate-General for Health;<br>- passengers from Portuguese-speaking countries;<br>- passengers from the United States of America<br>If passengers are embarked without proof of a negative PCR test, they will be subject to the PCR test upon their arrival in Portugal, at their own expenses. Airlines should notify all passengers - with the exception of Portuguese and foreigners residing in Portugal - that entry into Portugal will not be authorised without submission of the PCR test. <br>Upon their arrival at Lisbon, Oporto, Faro and Beja airports, all passengers will be required to carry out a temperature scan by infrared and, whenever they are detected with fever, they will be subject to a second temperature scan. If the situation assessment justifies it, they will be subject to a test for COVID-19 and will be allowed to leave the airport after providing their contact details, and they will have to remain confined at their destination until they receive the negative result of the PCR test, following the guidelines of the Directorate-General for Health for these cases. <br><br><b>Mandatory Travel Documentation</b><br>No<br>"
31-07-20;PRT;Travel;May I enter this country without being subject to a mandatory quarantine?;2;10;Y;"Specific Information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a>-<a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">
PT</a>-<a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a>-<a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a>-<a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a> <br><br><a href=""https://covid19.azores.gov.pt"">Specific Information for Azores</a> <br><br>Additional information may be found at <a href=""https://www.visitportugal.com/en/node/421175"">www.visitportugal.com</a>"
31-07-20;PRT;Travel;May I enter this country without a medical certificate or a negative test?;2;11;WL;"From the 1st August till 15th August, passengers must present proof of a negative PCR test for COVID-19, carried out in the 72 hours before their departure. Airlines should notify all passengers  - with the exception of Portuguese and foreigners residing in Portugal - that entry into Portugal will not be authorised without submission of the PCR test. Portuguese and foreigners residing in Portugal embarked without proof of a negative PCR test, will be subject to the PCR test upon their arrival at the airport and at their own expenses.  <br>Upon their arrival at Lisbon, Oporto, Faro and Beja airports, all passengers will be required to carry out a temperature scan by infrared, and, whenever they are detected with fever, they will be subject to a second temperature scan. If the situation assessment justifies it, they will be subject to a test for COVID-19 and will be allowed to leave the airport after providing their contact details, and they will have to remain confined at their destination until they receive the negative result of the PCR test, following the guidelines of the Directorate-General for Health for these cases.<br><br>Specific Information for Madeira islands: <a href=""http://www.visitmadeira.pt/en-gb/useful-info/corona-virus-(covid-19)/information-to-visitors-(covid-19)"">EN</a>-<a href=""http://www.visitmadeira.pt/pt-pt/info-uteis/corona-virus-(covid-19)/informacoes-aos-visitantes-(covid-19)"">
PT</a>-<a href=""http://www.visitmadeira.pt/es-es/informacion-util/corona-virus-(covid-19)/informacion-para-los-visitantes-(covid-19)"">ES</a>-<a href=""http://www.visitmadeira.pt/de-de/nutzliche-info/corona-virus-(covid-19)/informationen-fur-besucher-und-besucherinnen-(covid-19)"">DE</a>-<a href=""http://www.visitmadeira.pt/fr-fr/infos-utiles/corona-virus-(covid-19)/informations-aux-voyageurs-(covid-19)"">FR</a> <br><br><a href=""https://covid19.azores.gov.pt"">Specific Information for Azores</a> <br><br>Additional information may be found at <a href=""https://www.visitportugal.com/en/node/421175"">www.visitportugal.com</a>"
